,start_date,venue,innings,batting_team,bowling_team,total_runs
706,2013-04-24,Eden Gardens,2,Mumbai Indians,Kolkata Knight Riders,162
707,2013-04-25,"MA Chidambaram Stadium, Chepauk",1,Sunrisers Hyderabad,Chennai Super Kings,159
708,2013-04-25,"MA Chidambaram Stadium, Chepauk",2,Chennai Super Kings,Sunrisers Hyderabad,160
709,2013-04-26,Eden Gardens,1,Kings XI Punjab,Kolkata Knight Riders,149
710,2013-04-26,Eden Gardens,2,Kolkata Knight Riders,Kings XI Punjab,150
711,2013-04-27,Sawai Mansingh Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,140
712,2013-04-27,Sawai Mansingh Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,146
713,2013-04-27,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,194
714,2013-04-27,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,136
715,2013-04-28,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,200
716,2013-04-28,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,186
717,2013-04-28,Shaheed Veer Narayan Singh International Stadium,1,Delhi Daredevils,Pune Warriors,164
718,2013-04-28,Shaheed Veer Narayan Singh International Stadium,2,Pune Warriors,Delhi Daredevils,149
719,2013-04-29,Sawai Mansingh Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,171
720,2013-04-29,Sawai Mansingh Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,173
721,2013-04-29,Wankhede Stadium,1,Mumbai Indians,Kings XI Punjab,170
722,2013-04-29,Wankhede Stadium,2,Kings XI Punjab,Mumbai Indians,164
723,2013-04-30,Subrata Roy Sahara Stadium,1,Chennai Super Kings,Pune Warriors,164
724,2013-04-30,Subrata Roy Sahara Stadium,2,Pune Warriors,Chennai Super Kings,127
725,2013-05-01,"Rajiv Gandhi International Stadium, Uppal",1,Mumbai Indians,Sunrisers Hyderabad,125
726,2013-05-01,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Mumbai Indians,130
727,2013-05-01,Shaheed Veer Narayan Singh International Stadium,1,Kolkata Knight Riders,Delhi Daredevils,136
728,2013-05-01,Shaheed Veer Narayan Singh International Stadium,2,Delhi Daredevils,Kolkata Knight Riders,137
729,2013-05-02,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kings XI Punjab,186
730,2013-05-02,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,Chennai Super Kings,171
731,2013-05-02,Subrata Roy Sahara Stadium,1,Royal Challengers Bangalore,Pune Warriors,187
732,2013-05-02,Subrata Roy Sahara Stadium,2,Pune Warriors,Royal Challengers Bangalore,170
733,2013-05-03,Eden Gardens,1,Rajasthan Royals,Kolkata Knight Riders,130
734,2013-05-03,Eden Gardens,2,Kolkata Knight Riders,Rajasthan Royals,133
735,2013-05-04,"Rajiv Gandhi International Stadium, Uppal",1,Delhi Daredevils,Sunrisers Hyderabad,80
736,2013-05-04,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Delhi Daredevils,81
737,2013-05-14,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,174
738,2013-05-14,M Chinnaswamy Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,176
739,2013-05-05,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,139
740,2013-05-05,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,79
741,2013-05-05,Sawai Mansingh Stadium,1,Pune Warriors,Rajasthan Royals,172
742,2013-05-05,Sawai Mansingh Stadium,2,Rajasthan Royals,Pune Warriors,182
743,2013-04-09,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,161
744,2013-04-09,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,162
745,2013-05-07,Sawai Mansingh Stadium,1,Delhi Daredevils,Rajasthan Royals,154
746,2013-05-07,Sawai Mansingh Stadium,2,Rajasthan Royals,Delhi Daredevils,155
747,2013-05-07,Wankhede Stadium,1,Mumbai Indians,Kolkata Knight Riders,164
748,2013-05-07,Wankhede Stadium,2,Kolkata Knight Riders,Mumbai Indians,105
749,2013-05-08,"Rajiv Gandhi International Stadium, Uppal",1,Chennai Super Kings,Sunrisers Hyderabad,216
750,2013-05-08,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Chennai Super Kings,144
751,2013-05-09,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,144
752,2013-05-09,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,147
753,2013-05-09,Subrata Roy Sahara Stadium,1,Kolkata Knight Riders,Pune Warriors,152
754,2013-05-09,Subrata Roy Sahara Stadium,2,Pune Warriors,Kolkata Knight Riders,106
755,2013-05-10,Feroz Shah Kotla,1,Royal Challengers Bangalore,Delhi Daredevils,183
756,2013-05-10,Feroz Shah Kotla,2,Delhi Daredevils,Royal Challengers Bangalore,179
757,2013-05-11,Subrata Roy Sahara Stadium,1,Pune Warriors,Mumbai Indians,112
758,2013-05-11,Subrata Roy Sahara Stadium,2,Mumbai Indians,Pune Warriors,116
759,2013-05-11,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Kings XI Punjab,150
760,2013-05-11,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Sunrisers Hyderabad,120
761,2013-05-12,JSCA International Stadium Complex,1,Royal Challengers Bangalore,Kolkata Knight Riders,115
762,2013-05-12,JSCA International Stadium Complex,2,Kolkata Knight Riders,Royal Challengers Bangalore,116
763,2013-05-12,Sawai Mansingh Stadium,1,Chennai Super Kings,Rajasthan Royals,141
764,2013-05-12,Sawai Mansingh Stadium,2,Rajasthan Royals,Chennai Super Kings,144
765,2013-04-23,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,120
766,2013-04-23,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,121
767,2013-05-13,Wankhede Stadium,1,Sunrisers Hyderabad,Mumbai Indians,178
768,2013-05-13,Wankhede Stadium,2,Mumbai Indians,Sunrisers Hyderabad,184
769,2013-05-15,JSCA International Stadium Complex,1,Pune Warriors,Kolkata Knight Riders,170
770,2013-05-15,JSCA International Stadium Complex,2,Kolkata Knight Riders,Pune Warriors,163
771,2013-05-14,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,168
772,2013-05-14,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,135
773,2013-05-15,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,166
774,2013-05-15,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,152
775,2013-05-06,"Punjab Cricket Association Stadium, Mohali",1,Royal Challengers Bangalore,Kings XI Punjab,190
776,2013-05-06,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Royal Challengers Bangalore,194
777,2013-05-17,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Rajasthan Royals,136
778,2013-05-17,"Rajiv Gandhi International Stadium, Uppal",2,Rajasthan Royals,Sunrisers Hyderabad,113
779,2013-05-18,Himachal Pradesh Cricket Association Stadium,1,Kings XI Punjab,Mumbai Indians,183
780,2013-05-18,Himachal Pradesh Cricket Association Stadium,2,Mumbai Indians,Kings XI Punjab,133
781,2013-05-19,Subrata Roy Sahara Stadium,1,Pune Warriors,Delhi Daredevils,172
782,2013-05-19,Subrata Roy Sahara Stadium,2,Delhi Daredevils,Pune Warriors,134
783,2013-05-18,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,106
784,2013-05-18,M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,82
785,2013-05-19,"Rajiv Gandhi International Stadium, Uppal",1,Kolkata Knight Riders,Sunrisers Hyderabad,130
786,2013-05-19,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Kolkata Knight Riders,132
787,2013-05-21,Feroz Shah Kotla,1,Chennai Super Kings,Mumbai Indians,192
788,2013-05-21,Feroz Shah Kotla,2,Mumbai Indians,Chennai Super Kings,144
789,2013-05-22,Feroz Shah Kotla,1,Sunrisers Hyderabad,Rajasthan Royals,132
790,2013-05-22,Feroz Shah Kotla,2,Rajasthan Royals,Sunrisers Hyderabad,135
791,2013-05-24,Eden Gardens,1,Rajasthan Royals,Mumbai Indians,156
792,2013-05-24,Eden Gardens,2,Mumbai Indians,Rajasthan Royals,169
793,2013-05-26,Eden Gardens,1,Mumbai Indians,Chennai Super Kings,148
794,2013-05-26,Eden Gardens,2,Chennai Super Kings,Mumbai Indians,120
795,2014-04-16,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Mumbai Indians,163
796,2014-04-16,Sheikh Zayed Stadium,2,Mumbai Indians,Kolkata Knight Riders,122
797,2014-04-17,Sharjah Cricket Stadium,1,Delhi Daredevils,Royal Challengers Bangalore,145
798,2014-04-17,Sharjah Cricket Stadium,2,Royal Challengers Bangalore,Delhi Daredevils,146
799,2014-04-18,Sheikh Zayed Stadium,1,Chennai Super Kings,Kings XI Punjab,205
800,2014-04-18,Sheikh Zayed Stadium,2,Kings XI Punjab,Chennai Super Kings,206
801,2014-04-18,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,133
802,2014-04-18,Sheikh Zayed Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,135
803,2014-04-19,Dubai International Cricket Stadium,1,Mumbai Indians,Royal Challengers Bangalore,115
804,2014-04-19,Dubai International Cricket Stadium,2,Royal Challengers Bangalore,Mumbai Indians,116
805,2014-04-19,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Delhi Daredevils,157
806,2014-04-19,Dubai International Cricket Stadium,2,Delhi Daredevils,Kolkata Knight Riders,167
807,2014-04-20,Sharjah Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,191
808,2014-04-20,Sharjah Cricket Stadium,2,Kings XI Punjab,Rajasthan Royals,193
809,2014-04-21,Sheikh Zayed Stadium,1,Chennai Super Kings,Delhi Daredevils,173
810,2014-04-21,Sheikh Zayed Stadium,2,Delhi Daredevils,Chennai Super Kings,84
811,2014-04-22,Sharjah Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,193
812,2014-04-22,Sharjah Cricket Stadium,2,Sunrisers Hyderabad,Kings XI Punjab,121
813,2014-04-23,Dubai International Cricket Stadium,1,Chennai Super Kings,Rajasthan Royals,138
814,2014-04-23,Dubai International Cricket Stadium,2,Rajasthan Royals,Chennai Super Kings,133
815,2014-04-24,Sharjah Cricket Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,150
816,2014-04-24,Sharjah Cricket Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,148
817,2014-04-25,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Daredevils,184
818,2014-04-25,Dubai International Cricket Stadium,2,Delhi Daredevils,Sunrisers Hyderabad,180
819,2014-04-25,Dubai International Cricket Stadium,1,Mumbai Indians,Chennai Super Kings,141
820,2014-04-25,Dubai International Cricket Stadium,2,Chennai Super Kings,Mumbai Indians,142
821,2014-04-26,Sheikh Zayed Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,70
822,2014-04-26,Sheikh Zayed Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,71
823,2014-04-26,Sheikh Zayed Stadium,1,Kings XI Punjab,Kolkata Knight Riders,132
824,2014-04-26,Sheikh Zayed Stadium,2,Kolkata Knight Riders,Kings XI Punjab,109
825,2014-04-27,Sharjah Cricket Stadium,1,Mumbai Indians,Delhi Daredevils,125
826,2014-04-27,Sharjah Cricket Stadium,2,Delhi Daredevils,Mumbai Indians,126
827,2014-04-27,Sharjah Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,145
828,2014-04-27,Sharjah Cricket Stadium,2,Chennai Super Kings,Sunrisers Hyderabad,146
829,2014-04-28,Dubai International Cricket Stadium,1,Royal Challengers Bangalore,Kings XI Punjab,123
830,2014-04-28,Dubai International Cricket Stadium,2,Kings XI Punjab,Royal Challengers Bangalore,127
831,2014-04-29,Sheikh Zayed Stadium,1,Rajasthan Royals,Kolkata Knight Riders,152
832,2014-04-29,Sheikh Zayed Stadium,2,Kolkata Knight Riders,Rajasthan Royals,150
833,2014-04-30,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Mumbai Indians,172
834,2014-04-30,Dubai International Cricket Stadium,2,Mumbai Indians,Sunrisers Hyderabad,157
835,2014-05-02,JSCA International Stadium Complex,1,Chennai Super Kings,Kolkata Knight Riders,148
836,2014-05-02,JSCA International Stadium Complex,2,Kolkata Knight Riders,Chennai Super Kings,114
837,2014-05-03,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,168
838,2014-05-03,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,170
839,2014-05-03,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,152
840,2014-05-03,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,156
841,2014-05-04,M Chinnaswamy Stadium,1,Sunrisers Hyderabad,Royal Challengers Bangalore,155
842,2014-05-04,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Sunrisers Hyderabad,158
843,2014-05-05,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Kolkata Knight Riders,170
844,2014-05-05,"Sardar Patel Stadium, Motera",2,Kolkata Knight Riders,Rajasthan Royals,159
845,2014-05-05,Feroz Shah Kotla,1,Delhi Daredevils,Chennai Super Kings,178
846,2014-05-05,Feroz Shah Kotla,2,Chennai Super Kings,Delhi Daredevils,181
847,2014-05-06,Wankhede Stadium,1,Mumbai Indians,Royal Challengers Bangalore,183
848,2014-05-06,Wankhede Stadium,2,Royal Challengers Bangalore,Mumbai Indians,167
849,2014-05-07,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,160
850,2014-05-07,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,161
851,2014-05-07,Barabati Stadium,1,Kings XI Punjab,Chennai Super Kings,231
852,2014-05-07,Barabati Stadium,2,Chennai Super Kings,Kings XI Punjab,181
853,2014-05-08,"Sardar Patel Stadium, Motera",1,Sunrisers Hyderabad,Rajasthan Royals,130
854,2014-05-08,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Sunrisers Hyderabad,102
855,2014-05-09,M Chinnaswamy Stadium,1,Kings XI Punjab,Royal Challengers Bangalore,198
856,2014-05-09,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kings XI Punjab,160
857,2014-05-10,Feroz Shah Kotla,1,Delhi Daredevils,Sunrisers Hyderabad,143
858,2014-05-10,Feroz Shah Kotla,2,Sunrisers Hyderabad,Delhi Daredevils,44
859,2014-05-10,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,157
860,2014-05-10,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,160
861,2014-05-11,Barabati Stadium,1,Kings XI Punjab,Kolkata Knight Riders,149
862,2014-05-11,Barabati Stadium,2,Kolkata Knight Riders,Kings XI Punjab,150
863,2014-05-11,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,188
864,2014-05-11,M Chinnaswamy Stadium,2,Rajasthan Royals,Royal Challengers Bangalore,191
865,2014-05-12,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Mumbai Indians,153
866,2014-05-12,"Rajiv Gandhi International Stadium, Uppal",2,Mumbai Indians,Sunrisers Hyderabad,160
867,2014-05-13,JSCA International Stadium Complex,1,Rajasthan Royals,Chennai Super Kings,148
868,2014-05-13,JSCA International Stadium Complex,2,Chennai Super Kings,Rajasthan Royals,149
869,2014-05-13,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Delhi Daredevils,180
870,2014-05-13,M Chinnaswamy Stadium,2,Delhi Daredevils,Royal Challengers Bangalore,170
871,2014-05-14,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kings XI Punjab,204
872,2014-05-14,"Rajiv Gandhi International Stadium, Uppal",2,Kings XI Punjab,Sunrisers Hyderabad,211
873,2014-05-14,Barabati Stadium,1,Mumbai Indians,Kolkata Knight Riders,141
874,2014-05-14,Barabati Stadium,2,Kolkata Knight Riders,Mumbai Indians,142
875,2014-05-15,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Delhi Daredevils,201
876,2014-05-15,"Sardar Patel Stadium, Motera",2,Delhi Daredevils,Rajasthan Royals,139
877,2014-05-18,JSCA International Stadium Complex,1,Chennai Super Kings,Royal Challengers Bangalore,138
878,2014-05-18,JSCA International Stadium Complex,2,Royal Challengers Bangalore,Chennai Super Kings,142
879,2014-05-18,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Kolkata Knight Riders,141
880,2014-05-18,"Rajiv Gandhi International Stadium, Uppal",2,Kolkata Knight Riders,Sunrisers Hyderabad,146
881,2014-05-19,"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,178
882,2014-05-19,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,153
883,2014-05-19,Feroz Shah Kotla,1,Delhi Daredevils,Kings XI Punjab,164
884,2014-05-19,Feroz Shah Kotla,2,Kings XI Punjab,Delhi Daredevils,165
885,2014-05-20,"Rajiv Gandhi International Stadium, Uppal",1,Royal Challengers Bangalore,Sunrisers Hyderabad,160
886,2014-05-20,"Rajiv Gandhi International Stadium, Uppal",2,Sunrisers Hyderabad,Royal Challengers Bangalore,161
887,2014-05-20,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,153
888,2014-05-20,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,156
889,2014-05-21,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Mumbai Indians,156
890,2014-05-21,"Punjab Cricket Association Stadium, Mohali",2,Mumbai Indians,Kings XI Punjab,159
891,2014-05-22,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,195
892,2014-05-22,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,165
893,2014-05-22,JSCA International Stadium Complex,1,Chennai Super Kings,Sunrisers Hyderabad,185
894,2014-05-22,JSCA International Stadium Complex,2,Sunrisers Hyderabad,Chennai Super Kings,189
895,2014-05-23,Wankhede Stadium,1,Mumbai Indians,Delhi Daredevils,173
896,2014-05-23,Wankhede Stadium,2,Delhi Daredevils,Mumbai Indians,158
897,2014-05-23,"Punjab Cricket Association Stadium, Mohali",1,Kings XI Punjab,Rajasthan Royals,179
898,2014-05-23,"Punjab Cricket Association Stadium, Mohali",2,Rajasthan Royals,Kings XI Punjab,163
899,2014-05-24,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Chennai Super Kings,153
900,2014-05-24,M Chinnaswamy Stadium,2,Chennai Super Kings,Royal Challengers Bangalore,160
901,2014-05-24,Eden Gardens,1,Sunrisers Hyderabad,Kolkata Knight Riders,159
902,2014-05-24,Eden Gardens,2,Kolkata Knight Riders,Sunrisers Hyderabad,161
903,2014-05-25,"Punjab Cricket Association Stadium, Mohali",1,Delhi Daredevils,Kings XI Punjab,115
904,2014-05-25,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Delhi Daredevils,119
905,2014-05-25,Wankhede Stadium,1,Rajasthan Royals,Mumbai Indians,185
906,2014-05-25,Wankhede Stadium,2,Mumbai Indians,Rajasthan Royals,195
907,2014-05-27,Eden Gardens,1,Kolkata Knight Riders,Kings XI Punjab,163
908,2014-05-27,Eden Gardens,2,Kings XI Punjab,Kolkata Knight Riders,135
909,2014-05-28,Brabourne Stadium,1,Mumbai Indians,Chennai Super Kings,173
910,2014-05-28,Brabourne Stadium,2,Chennai Super Kings,Mumbai Indians,176
911,2014-05-30,Wankhede Stadium,1,Kings XI Punjab,Chennai Super Kings,226
912,2014-05-30,Wankhede Stadium,2,Chennai Super Kings,Kings XI Punjab,202
913,2014-06-01,M Chinnaswamy Stadium,1,Kings XI Punjab,Kolkata Knight Riders,199
914,2014-06-01,M Chinnaswamy Stadium,2,Kolkata Knight Riders,Kings XI Punjab,200
915,2015-04-08,Eden Gardens,1,Mumbai Indians,Kolkata Knight Riders,168
916,2015-04-08,Eden Gardens,2,Kolkata Knight Riders,Mumbai Indians,170
917,2015-04-09,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Delhi Daredevils,150
918,2015-04-09,"MA Chidambaram Stadium, Chepauk",2,Delhi Daredevils,Chennai Super Kings,149
919,2015-04-10,Maharashtra Cricket Association Stadium,1,Rajasthan Royals,Kings XI Punjab,162
920,2015-04-10,Maharashtra Cricket Association Stadium,2,Kings XI Punjab,Rajasthan Royals,136
921,2015-04-11,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Sunrisers Hyderabad,209
922,2015-04-11,"MA Chidambaram Stadium, Chepauk",2,Sunrisers Hyderabad,Chennai Super Kings,164
923,2015-04-11,Eden Gardens,1,Kolkata Knight Riders,Royal Challengers Bangalore,173
924,2015-04-11,Eden Gardens,2,Royal Challengers Bangalore,Kolkata Knight Riders,179
925,2015-04-12,Feroz Shah Kotla,1,Delhi Daredevils,Rajasthan Royals,184
926,2015-04-12,Feroz Shah Kotla,2,Rajasthan Royals,Delhi Daredevils,186
927,2015-04-12,Wankhede Stadium,1,Kings XI Punjab,Mumbai Indians,173
928,2015-04-12,Wankhede Stadium,2,Mumbai Indians,Kings XI Punjab,159
929,2015-04-13,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Sunrisers Hyderabad,166
930,2015-04-13,M Chinnaswamy Stadium,2,Sunrisers Hyderabad,Royal Challengers Bangalore,172
931,2015-04-14,"Sardar Patel Stadium, Motera",1,Mumbai Indians,Rajasthan Royals,164
932,2015-04-14,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Mumbai Indians,165
933,2015-04-30,Eden Gardens,1,Chennai Super Kings,Kolkata Knight Riders,165
934,2015-04-30,Eden Gardens,2,Kolkata Knight Riders,Chennai Super Kings,169
935,2015-04-15,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Delhi Daredevils,165
936,2015-04-15,Maharashtra Cricket Association Stadium,2,Delhi Daredevils,Kings XI Punjab,169
937,2015-04-16,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,127
938,2015-04-16,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Rajasthan Royals,Sunrisers Hyderabad,131
939,2015-04-17,Wankhede Stadium,1,Mumbai Indians,Chennai Super Kings,183
940,2015-04-17,Wankhede Stadium,2,Chennai Super Kings,Mumbai Indians,189
941,2015-04-18,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Delhi Daredevils,Sunrisers Hyderabad,167
942,2015-04-18,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Sunrisers Hyderabad,Delhi Daredevils,163
943,2015-04-18,Maharashtra Cricket Association Stadium,1,Kings XI Punjab,Kolkata Knight Riders,155
944,2015-04-18,Maharashtra Cricket Association Stadium,2,Kolkata Knight Riders,Kings XI Punjab,159
945,2015-04-19,"Sardar Patel Stadium, Motera",1,Chennai Super Kings,Rajasthan Royals,156
946,2015-04-19,"Sardar Patel Stadium, Motera",2,Rajasthan Royals,Chennai Super Kings,157
947,2015-04-19,M Chinnaswamy Stadium,1,Mumbai Indians,Royal Challengers Bangalore,209
948,2015-04-19,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Mumbai Indians,191
949,2015-04-20,Feroz Shah Kotla,1,Delhi Daredevils,Kolkata Knight Riders,146
950,2015-04-20,Feroz Shah Kotla,2,Kolkata Knight Riders,Delhi Daredevils,147
951,2015-04-21,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Kings XI Punjab,191
952,2015-04-21,"Sardar Patel Stadium, Motera",2,Kings XI Punjab,Rajasthan Royals,191
953,2015-04-22,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1,Sunrisers Hyderabad,Kolkata Knight Riders,176
954,2015-04-22,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2,Kolkata Knight Riders,Sunrisers Hyderabad,101
955,2015-04-22,M Chinnaswamy Stadium,1,Chennai Super Kings,Royal Challengers Bangalore,181
956,2015-04-22,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Chennai Super Kings,154
957,2015-04-23,Feroz Shah Kotla,1,Delhi Daredevils,Mumbai Indians,190
958,2015-04-23,Feroz Shah Kotla,2,Mumbai Indians,Delhi Daredevils,153
959,2015-04-24,"Sardar Patel Stadium, Motera",1,Rajasthan Royals,Royal Challengers Bangalore,130
960,2015-04-24,"Sardar Patel Stadium, Motera",2,Royal Challengers Bangalore,Rajasthan Royals,134
961,2015-04-25,Wankhede Stadium,1,Mumbai Indians,Sunrisers Hyderabad,155
962,2015-04-25,Wankhede Stadium,2,Sunrisers Hyderabad,Mumbai Indians,137
963,2015-04-25,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kings XI Punjab,192
964,2015-04-25,"MA Chidambaram Stadium, Chepauk",2,Kings XI Punjab,Chennai Super Kings,95
965,2015-04-26,Feroz Shah Kotla,1,Delhi Daredevils,Royal Challengers Bangalore,95
966,2015-04-26,Feroz Shah Kotla,2,Royal Challengers Bangalore,Delhi Daredevils,99
967,2015-04-27,"Punjab Cricket Association Stadium, Mohali",1,Sunrisers Hyderabad,Kings XI Punjab,150
968,2015-04-27,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Sunrisers Hyderabad,130
969,2015-05-07,Eden Gardens,1,Kolkata Knight Riders,Delhi Daredevils,171
970,2015-05-07,Eden Gardens,2,Delhi Daredevils,Kolkata Knight Riders,154
971,2015-04-29,M Chinnaswamy Stadium,1,Royal Challengers Bangalore,Rajasthan Royals,200
972,2015-04-28,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Kolkata Knight Riders,134
973,2015-04-28,"MA Chidambaram Stadium, Chepauk",2,Kolkata Knight Riders,Chennai Super Kings,132
974,2015-05-01,Feroz Shah Kotla,1,Kings XI Punjab,Delhi Daredevils,118
975,2015-05-01,Feroz Shah Kotla,2,Delhi Daredevils,Kings XI Punjab,119
976,2015-05-01,Wankhede Stadium,1,Mumbai Indians,Rajasthan Royals,187
977,2015-05-01,Wankhede Stadium,2,Rajasthan Royals,Mumbai Indians,178
978,2015-05-02,M Chinnaswamy Stadium,1,Kolkata Knight Riders,Royal Challengers Bangalore,111
979,2015-05-02,M Chinnaswamy Stadium,2,Royal Challengers Bangalore,Kolkata Knight Riders,115
980,2015-05-02,"Rajiv Gandhi International Stadium, Uppal",1,Sunrisers Hyderabad,Chennai Super Kings,192
981,2015-05-02,"Rajiv Gandhi International Stadium, Uppal",2,Chennai Super Kings,Sunrisers Hyderabad,170
982,2015-05-03,"Punjab Cricket Association Stadium, Mohali",1,Mumbai Indians,Kings XI Punjab,168
983,2015-05-03,"Punjab Cricket Association Stadium, Mohali",2,Kings XI Punjab,Mumbai Indians,149
984,2015-05-03,Brabourne Stadium,1,Rajasthan Royals,Delhi Daredevils,189
985,2015-05-03,Brabourne Stadium,2,Delhi Daredevils,Rajasthan Royals,173
986,2015-05-04,"MA Chidambaram Stadium, Chepauk",1,Chennai Super Kings,Royal Challengers Bangalore,148
987,2015-05-04,"MA Chidambaram Stadium, Chepauk",2,Royal Challengers Bangalore,Chennai Super Kings,124
988,2015-05-04,Eden Gardens,1,Kolkata Knight Riders,Sunrisers Hyderabad,167
